Time,Temperature,Dew_point,Humidity,Wind,Wind speed,Wind gust,Pressure,Precip,Condition,Day,Month,Year
6:50 am,70 °F,59 °F,68%,VAR,2 mph,0 mph,29.91 in,0.0 in,Fair,30,10,2021
7:50 am,73 °F,61 °F,65%,VAR,1 mph,0 mph,29.94 in,0.0 in,Fair,30,10,2021
8:50 am,75 °F,59 °F,57%,CALM,0 mph,0 mph,29.97 in,0.0 in,Fair,30,10,2021
9:50 am,79 °F,61 °F,54%,VAR,3 mph,0 mph,29.97 in,0.0 in,Fair,30,10,2021
10:50 am,79 °F,61 °F,54%,N,6 mph,0 mph,29.97 in,0.0 in,Fair,30,10,2021
11:50 am,79 °F,64 °F,61%,NNW,9 mph,0 mph,29.94 in,0.0 in,Fair,30,10,2021
12:50 pm,79 °F,64 °F,61%,NW,9 mph,0 mph,29.94 in,0.0 in,Fair,30,10,2021
1:50 pm,79 °F,64 °F,61%,NW,10 mph,0 mph,29.94 in,0.0 in,Fair,30,10,2021
2:50 pm,79 °F,64 °F,61%,NW,8 mph,0 mph,29.94 in,0.0 in,Fair,30,10,2021
3:50 pm,77 °F,61 °F,57%,NW,8 mph,0 mph,29.94 in,0.0 in,Fair,30,10,2021
4:50 pm,77 °F,61 °F,57%,NNW,7 mph,0 mph,29.97 in,0.0 in,Fair,30,10,2021
5:50 pm,75 °F,63 °F,65%,NNW,6 mph,0 mph,29.97 in,0.0 in,Fair,30,10,2021
6:50 pm,75 °F,64 °F,69%,NNW,5 mph,0 mph,30.00 in,0.0 in,Fair,30,10,2021
7:00 am,72 °F,59 °F,64%,SE,14 mph,0 mph,30.03 in,0.0 in,Fair,31,10,2021
7:50 am,70 °F,57 °F,64%,SE,15 mph,0 mph,30.03 in,0.0 in,Fair,31,10,2021
8:50 am,72 °F,59 °F,64%,SE,15 mph,0 mph,30.03 in,0.0 in,Fair,31,10,2021
9:50 am,75 °F,59 °F,57%,ESE,10 mph,0 mph,30.03 in,0.0 in,Fair,31,10,2021
10:50 am,77 °F,57 °F,50%,SE,13 mph,0 mph,30.03 in,0.0 in,Fair,31,10,2021
11:50 am,79 °F,57 °F,47%,SE,10 mph,0 mph,30.00 in,0.0 in,Fair,31,10,2021
12:50 pm,81 °F,55 °F,42%,ESE,13 mph,0 mph,29.97 in,0.0 in,Fair,31,10,2021
1:50 pm,82 °F,55 °F,39%,ESE,13 mph,0 mph,29.94 in,0.0 in,Fair,31,10,2021
2:50 pm,82 °F,54 °F,37%,SE,13 mph,0 mph,29.94 in,0.0 in,Fair,31,10,2021
3:50 pm,84 °F,54 °F,35%,SE,10 mph,0 mph,29.91 in,0.0 in,Fair,31,10,2021
4:50 pm,82 °F,54 °F,37%,SE,10 mph,0 mph,29.94 in,0.0 in,Fair,31,10,2021
5:50 pm,79 °F,55 °F,44%,SE,8 mph,0 mph,29.94 in,0.0 in,Fair,31,10,2021
6:50 pm,77 °F,55 °F,47%,SE,9 mph,0 mph,29.94 in,0.0 in,Fair,31,10,2021
7:50 pm,77 °F,54 °F,44%,SE,12 mph,0 mph,29.94 in,0.0 in,Fair,31,10,2021
8:50 pm,77 °F,54 °F,44%,SE,14 mph,0 mph,29.94 in,0.0 in,Fair,31,10,2021
9:50 pm,77 °F,54 °F,44%,SE,14 mph,0 mph,29.94 in,0.0 in,Fair,31,10,2021
7:00 am,70 °F,59 °F,68%,ESE,15 mph,0 mph,29.94 in,0.0 in,Rain,1,11,2021
7:19 am,70 °F,59 °F,68%,S,9 mph,0 mph,29.94 in,0.0 in,Light Rain,1,11,2021
7:50 am,72 °F,59 °F,64%,SE,15 mph,0 mph,29.94 in,0.0 in,Fair,1,11,2021
8:50 am,72 °F,59 °F,64%,SE,21 mph,0 mph,29.97 in,0.0 in,Fair / Windy,1,11,2021
9:50 am,73 °F,59 °F,61%,SE,17 mph,0 mph,29.94 in,0.0 in,Fair,1,11,2021
10:50 am,75 °F,59 °F,57%,SE,17 mph,0 mph,29.91 in,0.0 in,Fair,1,11,2021
11:50 am,77 °F,59 °F,54%,ESE,14 mph,0 mph,29.88 in,0.0 in,Fair,1,11,2021
12:50 pm,77 °F,59 °F,54%,ESE,20 mph,0 mph,29.88 in,0.0 in,Fair,1,11,2021
1:50 pm,79 °F,59 °F,51%,SE,12 mph,0 mph,29.85 in,0.0 in,Fair,1,11,2021
2:50 pm,79 °F,57 °F,47%,ESE,14 mph,0 mph,29.88 in,0.0 in,Fair,1,11,2021
3:50 pm,81 °F,57 °F,45%,SE,8 mph,0 mph,29.88 in,0.0 in,Fair,1,11,2021
4:50 pm,81 °F,57 °F,45%,SE,13 mph,0 mph,29.88 in,0.0 in,Fair,1,11,2021
5:50 pm,77 °F,57 °F,50%,SSE,10 mph,0 mph,29.88 in,0.0 in,Fair,1,11,2021
6:50 pm,77 °F,57 °F,50%,SE,7 mph,0 mph,29.91 in,0.0 in,Fair,1,11,2021
7:50 pm,79 °F,61 °F,54%,ESE,9 mph,0 mph,29.94 in,0.0 in,Fair,1,11,2021
7:00 am,68 °F,59 °F,73%,SE,5 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,2,11,2021
7:50 am,70 °F,59 °F,68%,SSE,5 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,2,11,2021
8:50 am,73 °F,61 °F,65%,VAR,2 mph,0 mph,30.00 in,0.0 in,Partly Cloudy,2,11,2021
9:50 am,75 °F,64 °F,69%,NNW,5 mph,0 mph,30.00 in,0.0 in,Partly Cloudy,2,11,2021
10:50 am,77 °F,64 °F,65%,NW,8 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,2,11,2021
11:50 am,77 °F,64 °F,65%,NW,10 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,2,11,2021
12:50 pm,77 °F,63 °F,61%,WNW,10 mph,0 mph,29.97 in,0.0 in,Fair,2,11,2021
1:50 pm,77 °F,61 °F,57%,NW,9 mph,0 mph,29.97 in,0.0 in,Fair,2,11,2021
2:50 pm,77 °F,61 °F,57%,WNW,8 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,2,11,2021
3:50 pm,75 °F,59 °F,57%,WNW,7 mph,0 mph,29.97 in,0.0 in,Fair,2,11,2021
4:50 pm,75 °F,59 °F,57%,WNW,8 mph,0 mph,29.97 in,0.0 in,Fair,2,11,2021
5:50 pm,73 °F,59 °F,61%,WNW,7 mph,0 mph,29.97 in,0.0 in,Fair,2,11,2021
6:50 pm,73 °F,59 °F,61%,WNW,7 mph,0 mph,30.00 in,0.0 in,Fair,2,11,2021
7:50 pm,73 °F,59 °F,61%,W,6 mph,0 mph,30.00 in,0.0 in,Fair,2,11,2021
4:50 am,66 °F,61 °F,83%,VAR,1 mph,0 mph,30.06 in,0.0 in,Fair,4,11,2021
5:50 am,64 °F,61 °F,88%,VAR,1 mph,0 mph,30.06 in,0.0 in,Fair,4,11,2021
6:50 am,66 °F,59 °F,78%,VAR,1 mph,0 mph,30.09 in,0.0 in,Fair,4,11,2021
7:00 am,66 °F,59 °F,78%,VAR,3 mph,0 mph,30.09 in,0.0 in,Fair,4,11,2021
7:50 am,70 °F,59 °F,68%,VAR,2 mph,0 mph,30.09 in,0.0 in,Fair,4,11,2021
8:50 am,75 °F,59 °F,57%,VAR,3 mph,0 mph,30.09 in,0.0 in,Fair,4,11,2021
9:50 am,75 °F,61 °F,61%,N,5 mph,0 mph,30.09 in,0.0 in,Fair,4,11,2021
10:50 am,77 °F,61 °F,57%,N,14 mph,0 mph,30.06 in,0.0 in,Fair,4,11,2021
11:50 am,77 °F,63 °F,61%,N,14 mph,0 mph,30.06 in,0.0 in,Fair,4,11,2021
12:50 pm,77 °F,64 °F,65%,N,15 mph,0 mph,30.03 in,0.0 in,Fair,4,11,2021
1:50 pm,77 °F,64 °F,65%,N,15 mph,0 mph,30.03 in,0.0 in,Fair,4,11,2021
2:50 pm,77 °F,64 °F,65%,NNW,15 mph,0 mph,30.03 in,0.0 in,Fair,4,11,2021
3:50 pm,75 °F,64 °F,69%,N,14 mph,0 mph,30.00 in,0.0 in,Fair,4,11,2021
4:50 pm,75 °F,64 °F,69%,N,13 mph,0 mph,30.00 in,0.0 in,Fair,4,11,2021
5:50 pm,73 °F,63 °F,69%,N,8 mph,0 mph,30.03 in,0.0 in,Fair,4,11,2021
6:50 pm,73 °F,64 °F,73%,N,9 mph,0 mph,30.03 in,0.0 in,Fair,4,11,2021
7:50 pm,73 °F,64 °F,73%,NNW,8 mph,0 mph,30.03 in,0.0 in,Fair,4,11,2021
8:50 pm,72 °F,64 °F,78%,NNW,5 mph,0 mph,30.03 in,0.0 in,Fair,4,11,2021
9:50 pm,72 °F,64 °F,78%,VAR,2 mph,0 mph,30.03 in,0.0 in,Fair,4,11,2021
6:00 am,61 °F,57 °F,88%,SE,5 mph,0 mph,30.00 in,0.0 in,Fair,5,11,2021
6:50 am,63 °F,57 °F,82%,VAR,3 mph,0 mph,30.00 in,0.0 in,Fair,5,11,2021
7:50 am,66 °F,59 °F,78%,VAR,2 mph,0 mph,30.03 in,0.0 in,Fair,5,11,2021
8:50 am,75 °F,55 °F,50%,SSE,6 mph,0 mph,30.00 in,0.0 in,Fair,5,11,2021
9:50 am,81 °F,54 °F,39%,VAR,3 mph,0 mph,30.00 in,0.0 in,Fair,5,11,2021
10:50 am,77 °F,57 °F,50%,N,8 mph,0 mph,30.00 in,0.0 in,Fair,5,11,2021
11:50 am,77 °F,63 °F,61%,N,12 mph,0 mph,29.97 in,0.0 in,Fair,5,11,2021
12:50 pm,79 °F,64 °F,61%,N,13 mph,0 mph,29.97 in,0.0 in,Fair,5,11,2021
1:50 pm,77 °F,66 °F,69%,N,14 mph,0 mph,29.94 in,0.0 in,Fair,5,11,2021
2:50 pm,77 °F,66 °F,69%,N,15 mph,0 mph,29.94 in,0.0 in,Fair,5,11,2021
3:50 pm,77 °F,66 °F,69%,N,13 mph,0 mph,29.94 in,0.0 in,Fair,5,11,2021
4:50 pm,75 °F,68 °F,78%,N,9 mph,0 mph,29.94 in,0.0 in,Fair,5,11,2021
5:50 pm,75 °F,68 °F,78%,N,7 mph,0 mph,29.94 in,0.0 in,Fair,5,11,2021
6:50 pm,75 °F,66 °F,73%,NNW,6 mph,0 mph,29.94 in,0.0 in,Fair,5,11,2021
4:50 am,63 °F,50 °F,63%,SE,5 mph,0 mph,29.94 in,0.0 in,Fair,6,11,2021
5:50 am,64 °F,48 °F,56%,S,6 mph,0 mph,29.94 in,0.0 in,Fair,6,11,2021
6:50 am,63 °F,50 °F,63%,SSE,6 mph,0 mph,29.97 in,0.0 in,Fair,6,11,2021
7:00 am,64 °F,50 °F,59%,SE,6 mph,0 mph,29.97 in,0.0 in,Fair,6,11,2021
7:50 am,72 °F,46 °F,41%,SSE,7 mph,0 mph,29.97 in,0.0 in,Fair,6,11,2021
8:50 am,77 °F,43 °F,29%,SSE,10 mph,0 mph,29.97 in,0.0 in,Fair,6,11,2021
9:50 am,82 °F,43 °F,25%,SE,8 mph,0 mph,29.97 in,0.0 in,Fair,6,11,2021
10:50 am,86 °F,41 °F,20%,ESE,10 mph,0 mph,29.94 in,0.0 in,Fair,6,11,2021
11:50 am,88 °F,41 °F,19%,E,9 mph,0 mph,29.91 in,0.0 in,Fair,6,11,2021
12:50 pm,81 °F,61 °F,51%,N,14 mph,0 mph,29.88 in,0.0 in,Fair,6,11,2021
1:50 pm,79 °F,63 °F,57%,NNW,12 mph,0 mph,29.88 in,0.0 in,Fair,6,11,2021
2:50 pm,79 °F,64 °F,61%,N,13 mph,0 mph,29.88 in,0.0 in,Fair,6,11,2021
3:50 pm,79 °F,63 °F,57%,N,12 mph,0 mph,29.88 in,0.0 in,Fair,6,11,2021
4:50 pm,77 °F,64 °F,65%,NNW,5 mph,0 mph,29.88 in,0.0 in,Fair,6,11,2021
5:50 pm,75 °F,66 °F,73%,NW,5 mph,0 mph,29.88 in,0.0 in,Fair,6,11,2021
6:50 pm,75 °F,66 °F,73%,NNW,6 mph,0 mph,29.91 in,0.0 in,Fair,6,11,2021
7:50 pm,75 °F,66 °F,73%,WNW,5 mph,0 mph,29.91 in,0.0 in,Fair,6,11,2021
5:50 am,61 °F,46 °F,59%,VAR,3 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
6:50 am,64 °F,46 °F,52%,SSE,6 mph,0 mph,29.91 in,0.0 in,Fair,7,11,2021
7:00 am,64 °F,46 °F,52%,SSE,5 mph,0 mph,29.91 in,0.0 in,Fair,7,11,2021
7:50 am,72 °F,45 °F,38%,SSE,6 mph,0 mph,29.91 in,0.0 in,Fair,7,11,2021
8:50 am,77 °F,43 °F,29%,SSE,10 mph,0 mph,29.91 in,0.0 in,Fair,7,11,2021
9:50 am,81 °F,43 °F,26%,SSE,12 mph,0 mph,29.91 in,0.0 in,Fair,7,11,2021
10:50 am,86 °F,43 °F,22%,SE,6 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
11:35 am,81 °F,55 °F,42%,N,14 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
11:50 am,79 °F,55 °F,44%,N,14 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
12:50 pm,79 °F,61 °F,54%,NNW,12 mph,0 mph,29.85 in,0.0 in,Fair,7,11,2021
1:50 pm,81 °F,64 °F,58%,NNW,10 mph,0 mph,29.85 in,0.0 in,Fair,7,11,2021
2:50 pm,79 °F,63 °F,57%,N,12 mph,0 mph,29.85 in,0.0 in,Fair,7,11,2021
3:50 pm,77 °F,63 °F,61%,N,12 mph,0 mph,29.85 in,0.0 in,Fair,7,11,2021
4:50 pm,77 °F,63 °F,61%,NNW,9 mph,0 mph,29.85 in,0.0 in,Fair,7,11,2021
5:50 pm,75 °F,64 °F,69%,NNW,6 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
6:50 pm,73 °F,64 °F,73%,NW,5 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
7:50 pm,73 °F,64 °F,73%,VAR,3 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
8:50 pm,70 °F,64 °F,83%,VAR,1 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
9:50 pm,66 °F,59 °F,78%,ESE,5 mph,0 mph,29.88 in,0.0 in,Fair,7,11,2021
7:00 am,72 °F,36 °F,27%,SE,10 mph,0 mph,29.94 in,0.0 in,Fair,8,11,2021
7:50 am,73 °F,39 °F,29%,S,10 mph,0 mph,29.94 in,0.0 in,Fair,8,11,2021
8:50 am,79 °F,36 °F,21%,SE,9 mph,0 mph,29.94 in,0.0 in,Fair,8,11,2021
9:50 am,81 °F,37 °F,21%,SE,10 mph,0 mph,29.94 in,0.0 in,Fair,8,11,2021
10:50 am,84 °F,36 °F,18%,ESE,12 mph,0 mph,29.94 in,0.0 in,Fair,8,11,2021
11:50 am,86 °F,36 °F,17%,ESE,9 mph,0 mph,29.91 in,0.0 in,Fair,8,11,2021
12:50 pm,88 °F,36 °F,16%,SE,8 mph,0 mph,29.88 in,0.0 in,Fair,8,11,2021
1:50 pm,82 °F,59 °F,45%,N,13 mph,0 mph,29.88 in,0.0 in,Fair,8,11,2021
2:50 pm,79 °F,64 °F,61%,N,12 mph,0 mph,29.88 in,0.0 in,Fair,8,11,2021
3:50 pm,79 °F,61 °F,54%,N,13 mph,0 mph,29.91 in,0.0 in,Fair,8,11,2021
4:50 pm,77 °F,64 °F,65%,N,12 mph,0 mph,29.91 in,0.0 in,Fair,8,11,2021
5:50 pm,75 °F,63 °F,65%,N,9 mph,0 mph,29.91 in,0.0 in,Fair,8,11,2021
6:50 pm,75 °F,52 °F,44%,VAR,2 mph,0 mph,29.91 in,0.0 in,Fair,8,11,2021
7:50 pm,70 °F,52 °F,53%,VAR,1 mph,0 mph,29.94 in,0.0 in,Fair,8,11,2021
5:50 am,63 °F,34 °F,34%,SE,5 mph,0 mph,29.97 in,0.0 in,Fair,10,11,2021
6:50 am,63 °F,36 °F,37%,SSE,5 mph,0 mph,29.97 in,0.0 in,Fair,10,11,2021
7:00 am,64 °F,36 °F,34%,VAR,3 mph,0 mph,29.97 in,0.0 in,Fair,10,11,2021
7:50 am,70 °F,34 °F,27%,S,5 mph,0 mph,29.97 in,0.0 in,Fair,10,11,2021
8:50 am,75 °F,34 °F,22%,SSE,7 mph,0 mph,29.97 in,0.0 in,Fair,10,11,2021
9:50 am,79 °F,32 °F,18%,SSE,6 mph,0 mph,29.94 in,0.0 in,Fair,10,11,2021
10:50 am,79 °F,45 °F,30%,N,9 mph,0 mph,29.94 in,0.0 in,Fair,10,11,2021
11:50 am,81 °F,52 °F,37%,WNW,7 mph,0 mph,29.91 in,0.0 in,Fair,10,11,2021
12:50 pm,79 °F,57 °F,47%,WNW,10 mph,0 mph,29.91 in,0.0 in,Fair,10,11,2021
1:50 pm,79 °F,61 °F,54%,WNW,13 mph,0 mph,29.91 in,0.0 in,Fair,10,11,2021
2:50 pm,77 °F,59 °F,54%,NNW,16 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,10,11,2021
3:50 pm,75 °F,61 °F,61%,N,18 mph,0 mph,29.91 in,0.0 in,Fair,10,11,2021
4:50 pm,73 °F,57 °F,57%,N,21 mph,0 mph,29.91 in,0.0 in,Fair / Windy,10,11,2021
5:50 pm,72 °F,55 °F,57%,N,17 mph,0 mph,29.91 in,0.0 in,Fair,10,11,2021
6:50 pm,72 °F,55 °F,57%,N,15 mph,0 mph,29.91 in,0.0 in,Fair,10,11,2021
7:50 pm,72 °F,55 °F,57%,N,14 mph,0 mph,29.91 in,0.0 in,Fair,10,11,2021
4:50 am,63 °F,50 °F,63%,VAR,1 mph,0 mph,29.88 in,0.0 in,Fair,11,11,2021
5:50 am,61 °F,50 °F,68%,VAR,1 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
6:50 am,63 °F,48 °F,59%,VAR,2 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
7:00 am,63 °F,48 °F,59%,VAR,1 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
7:50 am,64 °F,46 °F,52%,ESE,6 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
8:50 am,70 °F,45 °F,40%,ESE,5 mph,0 mph,29.94 in,0.0 in,Fair,11,11,2021
9:50 am,73 °F,43 °F,33%,VAR,3 mph,0 mph,29.94 in,0.0 in,Fair,11,11,2021
10:50 am,73 °F,43 °F,33%,N,7 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
11:50 am,73 °F,52 °F,47%,N,8 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
12:50 pm,73 °F,54 °F,50%,NNW,14 mph,0 mph,29.88 in,0.0 in,Fair,11,11,2021
1:50 pm,73 °F,52 °F,47%,N,17 mph,0 mph,29.88 in,0.0 in,Fair,11,11,2021
2:50 pm,73 °F,57 °F,57%,N,18 mph,0 mph,29.88 in,0.0 in,Fair,11,11,2021
3:50 pm,72 °F,54 °F,53%,N,17 mph,0 mph,29.88 in,0.0 in,Fair,11,11,2021
4:50 pm,72 °F,54 °F,53%,N,12 mph,0 mph,29.88 in,0.0 in,Fair,11,11,2021
5:50 pm,70 °F,55 °F,60%,N,10 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
6:50 pm,70 °F,55 °F,60%,N,7 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
7:50 pm,66 °F,54 °F,64%,VAR,2 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
8:50 pm,64 °F,54 °F,68%,VAR,2 mph,0 mph,29.94 in,0.0 in,Fair,11,11,2021
9:50 pm,63 °F,54 °F,72%,CALM,0 mph,0 mph,29.91 in,0.0 in,Fair,11,11,2021
4:50 am,55 °F,46 °F,72%,SSE,6 mph,0 mph,29.91 in,0.0 in,Fair,12,11,2021
5:50 am,57 °F,45 °F,63%,SSE,6 mph,0 mph,29.91 in,0.0 in,Fair,12,11,2021
6:00 am,57 °F,45 °F,63%,SE,5 mph,0 mph,29.91 in,0.0 in,Fair,12,11,2021
6:50 am,59 °F,39 °F,48%,SSE,5 mph,0 mph,29.91 in,0.0 in,Fair,12,11,2021
7:50 am,66 °F,32 °F,28%,SSE,6 mph,0 mph,29.94 in,0.0 in,Fair,12,11,2021
8:50 am,70 °F,32 °F,25%,SSE,10 mph,0 mph,29.94 in,0.0 in,Fair,12,11,2021
9:50 am,75 °F,30 °F,19%,ESE,12 mph,0 mph,29.94 in,0.0 in,Fair,12,11,2021
10:50 am,77 °F,27 °F,16%,ESE,12 mph,0 mph,29.91 in,0.0 in,Fair,12,11,2021
11:50 am,79 °F,27 °F,15%,ESE,10 mph,0 mph,29.91 in,0.0 in,Fair,12,11,2021
12:50 pm,81 °F,27 °F,14%,ESE,10 mph,0 mph,29.88 in,0.0 in,Fair,12,11,2021
1:50 pm,82 °F,27 °F,13%,E,9 mph,0 mph,29.85 in,0.0 in,Fair,12,11,2021
2:50 pm,82 °F,25 °F,12%,SE,9 mph,0 mph,29.85 in,0.0 in,Fair,12,11,2021
3:50 pm,82 °F,25 °F,12%,ESE,8 mph,0 mph,29.88 in,0.0 in,Fair,12,11,2021
4:50 pm,79 °F,25 °F,14%,E,7 mph,0 mph,29.88 in,0.0 in,Fair,12,11,2021
5:50 pm,79 °F,25 °F,14%,SE,6 mph,0 mph,29.91 in,0.0 in,Fair,12,11,2021
6:50 pm,72 °F,27 °F,19%,E,6 mph,0 mph,29.91 in,0.0 in,Fair,12,11,2021
5:50 am,68 °F,27 °F,21%,SE,10 mph,0 mph,29.97 in,0.0 in,Fair,13,11,2021
6:50 am,70 °F,28 °F,21%,ESE,15 mph,26 mph,29.97 in,0.0 in,Fair,13,11,2021
7:00 am,70 °F,28 °F,21%,ESE,15 mph,26 mph,30.00 in,0.0 in,Fair,13,11,2021
7:50 am,72 °F,28 °F,20%,ESE,15 mph,0 mph,30.00 in,0.0 in,Fair,13,11,2021
8:50 am,73 °F,28 °F,19%,ESE,17 mph,0 mph,30.00 in,0.0 in,Fair,13,11,2021
9:50 am,70 °F,30 °F,23%,ESE,17 mph,0 mph,30.00 in,0.0 in,Fair,13,11,2021
10:50 am,79 °F,30 °F,17%,ESE,20 mph,0 mph,29.97 in,0.0 in,Fair,13,11,2021
11:50 am,81 °F,32 °F,17%,E,20 mph,31 mph,29.94 in,0.0 in,Fair,13,11,2021
12:50 pm,84 °F,32 °F,15%,E,18 mph,0 mph,29.94 in,0.0 in,Fair,13,11,2021
1:50 pm,84 °F,32 °F,15%,E,16 mph,0 mph,29.91 in,0.0 in,Fair,13,11,2021
2:50 pm,82 °F,30 °F,15%,E,17 mph,0 mph,29.91 in,0.0 in,Fair,13,11,2021
3:50 pm,82 °F,30 °F,15%,ESE,13 mph,0 mph,29.91 in,0.0 in,Fair,13,11,2021
4:50 pm,82 °F,30 °F,15%,ESE,13 mph,0 mph,29.94 in,0.0 in,Fair,13,11,2021
5:50 pm,77 °F,30 °F,18%,SE,8 mph,0 mph,29.94 in,0.0 in,Fair,13,11,2021
6:50 pm,75 °F,32 °F,21%,SE,7 mph,0 mph,29.97 in,0.0 in,Fair,13,11,2021
7:50 pm,77 °F,32 °F,19%,SE,12 mph,0 mph,29.97 in,0.0 in,Fair,13,11,2021
7:00 am,73 °F,27 °F,18%,SE,16 mph,0 mph,30.00 in,0.0 in,Fair,14,11,2021
7:50 am,73 °F,28 °F,19%,SE,13 mph,0 mph,30.03 in,0.0 in,Fair,14,11,2021
8:50 am,75 °F,27 °F,17%,ESE,12 mph,0 mph,30.03 in,0.0 in,Fair,14,11,2021
9:50 am,77 °F,27 °F,16%,ESE,16 mph,0 mph,30.00 in,0.0 in,Fair,14,11,2021
10:50 am,79 °F,28 °F,16%,E,18 mph,0 mph,29.97 in,0.0 in,Fair,14,11,2021
10:56 am,79 °F,28 °F,16%,E,18 mph,0 mph,29.97 in,0.0 in,Fair,14,11,2021
11:09 am,79 °F,28 °F,16%,E,21 mph,0 mph,29.97 in,0.0 in,Fair / Windy,14,11,2021
11:23 am,81 °F,30 °F,16%,E,18 mph,0 mph,29.97 in,0.0 in,Fair,14,11,2021
11:50 am,81 °F,28 °F,15%,ESE,22 mph,0 mph,29.94 in,0.0 in,Fair / Windy,14,11,2021
11:58 am,81 °F,28 °F,15%,E,22 mph,0 mph,29.94 in,0.0 in,Fair / Windy,14,11,2021
12:29 pm,81 °F,30 °F,16%,ESE,21 mph,0 mph,29.94 in,0.0 in,Fair / Windy,14,11,2021
12:50 pm,81 °F,30 °F,16%,ESE,20 mph,0 mph,29.94 in,0.0 in,Fair,14,11,2021
1:50 pm,82 °F,30 °F,15%,ESE,16 mph,0 mph,29.91 in,0.0 in,Fair,14,11,2021
2:50 pm,81 °F,30 °F,16%,ESE,16 mph,0 mph,29.91 in,0.0 in,Fair,14,11,2021
3:50 pm,81 °F,32 °F,17%,ESE,14 mph,25 mph,29.91 in,0.0 in,Fair,14,11,2021
4:50 pm,81 °F,30 °F,16%,E,12 mph,0 mph,29.94 in,0.0 in,Fair,14,11,2021
5:50 pm,79 °F,30 °F,17%,ESE,10 mph,0 mph,29.94 in,0.0 in,Fair,14,11,2021
6:50 pm,77 °F,30 °F,18%,SE,8 mph,0 mph,29.94 in,0.0 in,Fair,14,11,2021
7:50 pm,77 °F,32 °F,19%,SE,8 mph,0 mph,29.94 in,0.0 in,Fair,14,11,2021
8:50 pm,77 °F,32 °F,19%,ESE,6 mph,0 mph,29.97 in,0.0 in,Fair,14,11,2021
9:50 pm,77 °F,32 °F,19%,E,13 mph,0 mph,29.97 in,0.0 in,Fair,14,11,2021
7:00 am,70 °F,39 °F,33%,ESE,10 mph,0 mph,29.94 in,0.0 in,Fair,15,11,2021
7:50 am,72 °F,39 °F,31%,ESE,10 mph,0 mph,29.94 in,0.0 in,Fair,15,11,2021
8:50 am,73 °F,41 °F,31%,SE,13 mph,0 mph,29.94 in,0.0 in,Fair,15,11,2021
9:50 am,77 °F,43 °F,29%,SE,9 mph,0 mph,29.94 in,0.0 in,Fair,15,11,2021
10:50 am,81 °F,43 °F,26%,SSE,8 mph,0 mph,29.91 in,0.0 in,Fair,15,11,2021
11:50 am,82 °F,41 °F,23%,ESE,8 mph,0 mph,29.88 in,0.0 in,Fair,15,11,2021
12:50 pm,84 °F,39 °F,20%,E,5 mph,0 mph,29.88 in,0.0 in,Fair,15,11,2021
1:23 pm,77 °F,61 °F,57%,N,13 mph,0 mph,29.88 in,0.0 in,Fair,15,11,2021
1:50 pm,77 °F,59 °F,54%,N,12 mph,0 mph,29.85 in,0.0 in,Fair,15,11,2021
2:50 pm,77 °F,61 °F,57%,N,13 mph,0 mph,29.85 in,0.0 in,Fair,15,11,2021
3:50 pm,75 °F,57 °F,53%,N,12 mph,0 mph,29.85 in,0.0 in,Fair,15,11,2021
4:50 pm,75 °F,57 °F,53%,N,9 mph,0 mph,29.88 in,0.0 in,Fair,15,11,2021
5:50 pm,73 °F,57 °F,57%,N,7 mph,0 mph,29.88 in,0.0 in,Fair,15,11,2021
6:50 pm,73 °F,54 °F,50%,VAR,3 mph,0 mph,29.91 in,0.0 in,Fair,15,11,2021
7:50 pm,73 °F,57 °F,57%,VAR,2 mph,0 mph,29.91 in,0.0 in,Fair,15,11,2021
7:00 am,61 °F,43 °F,52%,SE,5 mph,0 mph,29.94 in,0.0 in,Fair,16,11,2021
7:50 am,64 °F,45 °F,49%,VAR,2 mph,0 mph,29.94 in,0.0 in,Fair,16,11,2021
8:50 am,70 °F,46 °F,43%,VAR,3 mph,0 mph,29.94 in,0.0 in,Fair,16,11,2021
9:50 am,75 °F,52 °F,44%,VAR,3 mph,0 mph,29.94 in,0.0 in,Fair,16,11,2021
10:50 am,75 °F,57 °F,53%,NW,7 mph,0 mph,29.94 in,0.0 in,Fair,16,11,2021
